icase,CHL,MALH,P_LUB,rhow_350.0,rhow_360.0,rhow_370.0,rhow_380.0,rhow_390.0,rhow_400.0,rhow_410.0,rhow_420.0,rhow_430.0,rhow_440.0,rhow_450.0,rhow_460.0,rhow_470.0,rhow_480.0,rhow_490.0,rhow_500.0,rhow_510.0,rhow_520.0,rhow_530.0,rhow_540.0,rhow_550.0,rhow_560.0,rhow_570.0,rhow_580.0,rhow_590.0,rhow_600.0,rhow_610.0,rhow_620.0,rhow_630.0,rhow_640.0,rhow_650.0,rhow_660.0,rhow_670.0,rhow_680.0,rhow_690.0,rhow_700.0,rhow_710.0,rhow_720.0,rhow_730.0,rhow_740.0,rhow_750.0,rhow_760.0,rhow_770.0,rhow_780.0,rhow_790.0,rhow_800.0,rhow_810.0,rhow_820.0,rhow_830.0,rhow_840.0,rhow_850.0,rhow_860.0,rhow_870.0,rhow_880.0,rhow_890.0,D2rhow_350.0,D2rhow_360.0,D2rhow_370.0,D2rhow_380.0,D2rhow_390.0,D2rhow_400.0,D2rhow_410.0,D2rhow_420.0,D2rhow_430.0,D2rhow_440.0,D2rhow_450.0,D2rhow_460.0,D2rhow_470.0,D2rhow_480.0,D2rhow_490.0,D2rhow_500.0,D2rhow_510.0,D2rhow_520.0,D2rhow_530.0,D2rhow_540.0,D2rhow_550.0,D2rhow_560.0,D2rhow_570.0,D2rhow_580.0,D2rhow_590.0,D2rhow_600.0,D2rhow_610.0,D2rhow_620.0,D2rhow_630.0,D2rhow_640.0,D2rhow_650.0,D2rhow_660.0,D2rhow_670.0,D2rhow_680.0,D2rhow_690.0,D2rhow_700.0,D2rhow_710.0,D2rhow_720.0,D2rhow_730.0,D2rhow_740.0,D2rhow_750.0,D2rhow_760.0,D2rhow_770.0,D2rhow_780.0,D2rhow_790.0,D2rhow_800.0,D2rhow_810.0,D2rhow_820.0,D2rhow_830.0,D2rhow_840.0,D2rhow_850.0,D2rhow_860.0,D2rhow_870.0,D2rhow_880.0,D2rhow_890.0
135,,-0.0028168956,0,0.002642,0.002549,0.002401,0.002289,0.002204,0.002093,0.00198,0.001912,0.001894,0.001915,0.00206,0.002236,0.002369,0.002508,0.002635,0.002811,0.003153,0.003615,0.004123,0.004633,0.005053,0.00531,0.005345,0.005175,0.004845,0.004348,0.003906,0.003641,0.003578,0.003756,0.004033,0.003839,0.003299,0.00316,0.003638,0.004058,0.003782,0.002968,0.002072,0.001518,0.0014,0.001377,0.001349,0.001369,0.001436,0.001529,0.001569,0.001443,0.001161,0.000939,0.00086,0.000802,0.000742,0.000673,0.00059,,-5.6086742e-05,-4.8201084e-05,-4.1399704e-06,1.4687038e-05,5.0862494e-05,8.1320848e-05,9.3247905e-05,9.9457861e-05,9.9457861e-05,7.7279448e-05,6.5155249e-05,7.7772302e-05,9.8669295e-05,0.00012597339,0.00014696895,0.0001222277,4.7708231e-05,-5.5495318e-05,-0.00017604731,-0.00029048793,-0.00035101035,-0.00033849187,-0.00026111385,-0.00012824051,3.8442583e-05,0.00013178906,0.00013425333,0.00011621488,9.5712173e-05,3.3514046e-05,9.8570724e-07,1.084278e-06,-6.6042385e-05,-0.00019733859,-0.00026446525,-0.00023144406,-0.00012695909,3.7949729e-05,0.00020088714,0.00027471661,0.00025598817,0.00016885165,4.8792509e-05,-4.0906851e-05,-7.8659438e-05,-9.4529325e-05,-7.8363726e-05,-2.7599803e-05,1.4588467e-05,3.9329719e-05,5.4706752e-05,6.9098078e-05,,
136,,-0.0038796997,0,0.005458,0.005273,0.004994,0.004795,0.004628,0.004452,0.004279,0.004154,0.004104,0.004106,0.004203,0.004427,0.004596,0.004789,0.004925,0.005128,0.005632,0.0063,0.007037,0.00777,0.008376,0.008741,0.008744,0.008489,0.007954,0.007236,0.006614,0.00622,0.006071,0.006302,0.006628,0.006335,0.00551,0.005297,0.005964,0.006551,0.006236,0.004983,0.003671,0.003036,0.002997,0.002894,0.002875,0.002941,0.002975,0.003042,0.002991,0.002597,0.002281,0.00207,0.002082,0.001984,0.001913,0.001725,0.001582,,-6.0693024e-05,-5.1289879e-05,-1.7096626e-06,1.8806289e-05,4.6221951e-05,6.9729812e-05,7.8278125e-05,8.4017707e-05,8.1880629e-05,7.1683712e-05,6.4539765e-05,7.7056938e-05,9.5435811e-05,0.0001237063,0.00014184094,0.00011625706,4.5183941e-05,-4.8603267e-05,-0.00016247901,-0.00026792856,-0.00031970691,-0.000303343,-0.0002362998,-0.00011210502,3.248359e-05,0.00011283773,0.00011076172,0.00010038162,8.0232026e-05,3.2422531e-05,1.0990688e-05,1.1173867e-05,-5.2022592e-05,-0.00015814379,-0.00021230347,-0.00019801557,-9.653488e-05,5.4709205e-05,0.00017505724,0.00021975271,0.00020998321,0.00011173867,4.2741566e-06,-5.1534117e-05,-6.1364677e-05,-6.7409556e-05,-2.4790108e-05,6.3501755e-06,2.5461762e-05,2.8087315e-05,3.6940925e-05,4.1764616e-05,,
137,,-0.0035301315,0,0.003558,0.003514,0.003411,0.003345,0.003315,0.003224,0.003149,0.003106,0.003119,0.003186,0.003351,0.003527,0.003654,0.003828,0.003965,0.004144,0.004505,0.004978,0.00551,0.006033,0.00647,0.006766,0.006845,0.006711,0.006386,0.0059,0.005486,0.005238,0.005157,0.005303,0.005529,0.005311,0.004778,0.004638,0.005105,0.005455,0.005132,0.004304,0.003474,0.003036,0.002958,0.002921,0.002916,0.002963,0.003006,0.003097,0.003108,0.002944,0.002712,0.002551,0.0025,0.002458,0.002398,0.002333,0.002255,,-2.6764436e-05,-2.2364803e-05,-9.532539e-07,8.3593034e-06,3.380385e-05,5.4482126e-05,6.2548121e-05,6.8560953e-05,6.6581118e-05,4.883593e-05,4.3996334e-05,5.6901925e-05,7.1347388e-05,9.451879e-05,0.00011241063,9.4078827e-05,3.9816682e-05,-3.5270394e-05,-0.00012575619,-0.00021235564,-0.0002596517,-0.00025473877,-0.0002020165,-0.00010529789,1.4592117e-05,8.1026581e-05,8.4106324e-05,7.5893676e-05,6.4894592e-05,2.1778185e-05,-2.9330889e-07,-1.0265811e-06,-4.7296059e-05,-0.00013719523,-0.00017767186,-0.00014900092,-6.7021082e-05,4.7882676e-05,0.00014951421,0.00019329056,0.00017583868,0.00010383135,1.9065078e-05,-3.116407e-05,-5.3968836e-05,-6.1374885e-05,-4.2089826e-05,-9.3858845e-06,1.1659028e-05,2.5811182e-05,3.2777269e-05,4.0036664e-05,,
138,,-0.0032967245,0,0.004732,0.004578,0.00435,0.004178,0.004009,0.003834,0.003643,0.003504,0.003436,0.003411,0.003517,0.003705,0.003848,0.004001,0.004116,0.004304,0.004721,0.005295,0.005955,0.00665,0.007235,0.0076,0.007653,0.007471,0.007094,0.006474,0.005911,0.005541,0.005399,0.005541,0.005764,0.005438,0.004689,0.00446,0.005063,0.005714,0.005534,0.004571,0.003455,0.002783,0.002649,0.002595,0.002568,0.002616,0.002694,0.002823,0.002856,0.002607,0.002284,0.002035,0.001947,0.001876,0.001804,0.001705,0.001548,,-6.5453273e-05,-5.9222961e-05,-1.3160658e-05,8.7504375e-06,4.0672034e-05,6.979349e-05,8.3304165e-05,9.1494575e-05,9.1214561e-05,7.7283864e-05,6.6783339e-05,7.7213861e-05,9.7234862e-05,0.0001280364,0.0001500875,0.00013041652,6.3773189e-05,-3.0661533e-05,-0.00014630732,-0.00025845292,-0.00031977599,-0.00031291565,-0.00025117256,-0.00013979699,3.5701785e-06,8.5124256e-05,8.820441e-05,7.9313966e-05,7.5253763e-05,4.620231e-05,3.9831992e-05,5.1382569e-05,-4.620231e-06,-0.00012614631,-0.00021106055,-0.00021246062,-0.0001319566,1.1620581e-05,0.00015337767,0.00022674134,0.0002240112,0.00014294715,3.5491775e-05,-3.9901995e-05,-7.3503675e-05,-8.6874344e-05,-5.8942947e-05,-1.7290865e-05,1.2040602e-05,3.339167e-05,4.5642282e-05,5.6212811e-05,,
139,,-0.0014421967,0,0.002649,0.002544,0.002391,0.002304,0.002198,0.002094,0.001985,0.001918,0.001899,0.001924,0.002039,0.002182,0.002305,0.002436,0.002565,0.002734,0.003073,0.003543,0.004062,0.004571,0.00501,0.005347,0.005485,0.005379,0.005074,0.004581,0.004157,0.003902,0.003806,0.003906,0.004069,0.003835,0.003301,0.003146,0.003549,0.003828,0.003434,0.002629,0.001831,0.001364,0.001271,0.001242,0.00122,0.001244,0.001299,0.001366,0.001396,0.001281,0.001055,0.000877,0.000814,0.000763,0.000713,0.000671,0.000585,,-5.8411703e-05,-4.9425287e-05,-6.2695925e-06,1.8495298e-05,5.2246604e-05,7.8996865e-05,8.9864159e-05,9.8432602e-05,9.5611285e-05,7.8369906e-05,7.2518286e-05,8.892372e-05,0.0001137931,0.00014263323,0.00016520376,0.00014451411,7.3563218e-05,-3.2288401e-05,-0.00015705329,-0.00028265413,-0.00036196447,-0.00036833856,-0.00030198537,-0.00017460815,-8.6729363e-06,9.0700104e-05,0.00010261233,9.5402299e-05,8.4743992e-05,2.8317659e-05,-8.2549634e-06,-7.4190178e-06,-6.8443051e-05,-0.00019101358,-0.00024200627,-0.00018714734,-7.7011494e-05,7.6071055e-05,0.0002215256,0.00027711599,0.00024514107,0.00015360502,4.1588297e-05,-3.7304075e-05,-6.7607106e-05,-8.2236155e-05,-6.5726228e-05,-2.0376176e-05,1.3584117e-05,3.3751306e-05,4.754441e-05,5.9352142e-05,,
140,,-0.0037192055,0,0.003292,0.003127,0.002905,0.002747,0.002622,0.002502,0.002379,0.002303,0.002268,0.002286,0.002375,0.002481,0.002582,0.002717,0.002819,0.00295,0.003249,0.003682,0.004156,0.004606,0.004984,0.005268,0.005352,0.005208,0.004855,0.004328,0.003907,0.003672,0.003567,0.003621,0.003722,0.003466,0.002983,0.002824,0.003127,0.003293,0.002879,0.002157,0.001493,0.001127,0.001061,0.001031,0.001017,0.001037,0.001065,0.001117,0.001125,0.001013,0.000847,0.000713,0.000674,0.000639,0.000592,0.000551,0.000475,,-9.0859399e-05,-7.312481e-05,8.0170058e-06,4.0570908e-05,8.0534467e-05,0.00010324932,0.00010701488,0.00011272396,0.00010555724,8.5271789e-05,8.0898876e-05,9.9726693e-05,0.00012025509,0.00015232311,0.00017722442,0.0001519587,6.9237777e-05,-4.7008807e-05,-0.00018682053,-0.00032675372,-0.00041056787,-0.00040692378,-0.00032711813,-0.00018013969,6.0734892e-06,0.0001117522,0.00012037656,0.00010907987,8.988764e-05,2.1500152e-05,-1.7734589e-05,-1.664136e-05,-7.1424233e-05,-0.0001829335,-0.00021901002,-0.0001531734,-3.8141512e-05,0.00010628606,0.00023540844,0.00027792287,0.00023589432,0.00013798968,3.2310963e-05,-3.5226237e-05,-6.0613422e-05,-7.0452475e-05,-5.06529e-05,-1.2875797e-05,1.3847555e-05,2.9638627e-05,3.9113271e-05,5.1138779e-05,,
141,,-0.0020360431,0,0.0035,0.003392,0.003267,0.003158,0.003093,0.002974,0.00287,0.002807,0.0028,0.002839,0.002966,0.003103,0.003216,0.003373,0.003515,0.003692,0.004045,0.004539,0.005073,0.005603,0.006073,0.006451,0.006614,0.006519,0.006194,0.005692,0.005283,0.005042,0.004933,0.005016,0.005108,0.0048,0.004272,0.004131,0.004498,0.00473,0.00434,0.003495,0.002721,0.002362,0.002329,0.002251,0.002249,0.002341,0.002369,0.002429,0.002417,0.002241,0.002051,0.001945,0.001919,0.001887,0.001845,0.001797,0.001705,,-4.4143763e-05,-3.8900634e-05,-1.3530655e-06,1.2938689e-05,4.3805497e-05,6.384778e-05,7.3488372e-05,7.8731501e-05,7.8646934e-05,6.2071882e-05,5.9957717e-05,7.7293869e-05,9.5306554e-05,0.00011940803,0.00013995772,0.0001238055,6.359408e-05,-2.1479915e-05,-0.00012659619,-0.00023357294,-0.00030224101,-0.00030841438,-0.00025640592,-0.00014959831,-1.7167019e-05,5.7928118e-05,6.782241e-05,6.6300211e-05,5.5813953e-05,1.7420719e-05,1.9450317e-06,-5.9196617e-07,-5.141649e-05,-0.00013682875,-0.00017107822,-0.00013775899,-3.9661734e-05,8.7103594e-05,0.00018122622,0.00021150106,0.00019069767,0.00010469345,7.6109937e-06,-3.6448203e-05,-5.1585624e-05,-5.8858351e-05,-3.2811839e-05,3.0443975e-06,1.5560254e-05,2.5031712e-05,2.9429175e-05,3.3488372e-05,,
142,,-0.010188158,0,0.000836,0.000856,0.000859,0.000898,0.000929,0.000919,0.000893,0.000904,0.000955,0.001027,0.001198,0.001389,0.00156,0.00173,0.001878,0.002087,0.002456,0.002941,0.003476,0.004037,0.00454,0.004906,0.005071,0.005015,0.004769,0.004318,0.003926,0.003708,0.003622,0.003704,0.003807,0.003482,0.002922,0.002763,0.003226,0.003637,0.003377,0.002626,0.001822,0.001333,0.00124,0.001221,0.00121,0.00124,0.001303,0.001393,0.001428,0.001312,0.001047,0.000848,0.00078,0.000725,0.000674,0.00061,0.000537,,4.0692879e-06,4.9491339e-06,-5.4990377e-07,5.4990377e-07,2.1556228e-05,5.0481166e-05,6.719824e-05,7.8966181e-05,8.2815507e-05,6.708826e-05,6.279901e-05,7.9736046e-05,0.00010679131,0.00014385483,0.0001720099,0.00015210338,8.2375584e-05,-2.2766016e-05,-0.00015694254,-0.00029419852,-0.00037723398,-0.00038416277,-0.00032246357,-0.00019763541,-3.1784438e-05,5.8949684e-05,6.3458895e-05,5.8729722e-05,6.4558702e-05,3.7503437e-05,3.7283475e-05,5.3890569e-05,-9.0184218e-06,-0.00015562277,-0.00024492714,-0.00022557053,-0.00012317844,3.948309e-05,0.00020489414,0.00028045092,0.00025988452,0.00016695078,4.2782513e-05,-4.674182e-05,-8.4245257e-05,-0.00010008249,-8.1385757e-05,-2.6835304e-05,1.5837228e-05,4.0692879e-05,5.6640088e-05,7.0167721e-05,,
143,,-0.001164044,0,0.003106,0.002995,0.002804,0.002627,0.002491,0.002319,0.002128,0.002005,0.001948,0.001946,0.0021,0.002286,0.002417,0.002528,0.002636,0.002814,0.003154,0.003594,0.00411,0.004681,0.005166,0.005479,0.005584,0.005499,0.005248,0.004786,0.00439,0.004158,0.004059,0.004111,0.004143,0.003776,0.003179,0.002993,0.003468,0.003964,0.003857,0.003252,0.002535,0.002071,0.001982,0.001961,0.001939,0.001969,0.002026,0.002109,0.002129,0.002002,0.001738,0.001535,0.001468,0.00141,0.001336,0.001281,0.001193,,-8.7487386e-05,-8.0625631e-05,-2.0181635e-05,7.0635721e-06,5.7315843e-05,0.00010343088,0.0001221998,0.00012704339,0.00012462159,9.4147326e-05,7.1644803e-05,7.7194753e-05,0.00010110999,0.00013673058,0.00016528759,0.00014702321,8.2038345e-05,-1.9475277e-05,-0.00014914228,-0.00027568113,-0.0003445005,-0.00034470232,-0.00028546922,-0.00017194753,-2.653885e-05,4.7931382e-05,4.5105954e-05,3.7739657e-05,4.9848638e-05,4.6821393e-05,7.0131181e-05,0.0001061554,6.135217e-05,-7.6084763e-05,-0.00018193744,-0.00019949546,-0.00013985873,-1.0898083e-05,0.00013642785,0.00021281534,0.00020827447,0.00013884965,3.3804238e-05,-4.5005045e-05,-7.7497477e-05,-8.950555e-05,-7.3562059e-05,-2.2805247e-05,1.5035318e-05,3.6932392e-05,5.0655903e-05,6.7204844e-05,,
144,,-0.0036868924,0,0.002865,0.002747,0.002582,0.002447,0.002334,0.002205,0.002085,0.002017,0.001996,0.002015,0.002127,0.00225,0.002349,0.002475,0.002578,0.002722,0.003023,0.003432,0.00389,0.004372,0.004798,0.005119,0.005249,0.005178,0.004912,0.004467,0.004113,0.003916,0.003831,0.0039,0.003968,0.003654,0.003141,0.003002,0.003366,0.003618,0.003287,0.00254,0.001795,0.001376,0.001296,0.001261,0.001253,0.001291,0.001333,0.001409,0.001425,0.001298,0.001075,0.00091,0.000853,0.000805,0.000771,0.000714,0.000627,,-7.3189608e-05,-6.2465451e-05,-3.6484245e-06,2.3438364e-05,6.4344942e-05,9.143173e-05,9.9170813e-05,0.00010281924,9.7512438e-05,7.4405749e-05,6.7219458e-05,8.3029298e-05,0.00010348259,0.00013609729,0.00016373687,0.00014626866,8.1149807e-05,-1.4040907e-05,-0.00013864013,-0.00026611388,-0.00034295191,-0.00034825871,-0.00029132117,-0.00017158651,-1.8573798e-05,6.0475401e-05,6.1691542e-05,5.726921e-05,5.2846877e-05,1.647319e-05,1.0171365e-05,1.9237148e-05,-4.1791045e-05,-0.00016097291,-0.00021802101,-0.00018341625,-7.5843007e-05,7.7722499e-05,0.00021525705,0.00026920951,0.00024212272,0.00014726368,3.1840796e-05,-4.2012161e-05,-7.3963516e-05,-8.6677722e-05,-6.3239359e-05,-1.6030956e-05,1.5478165e-05,3.6484245e-05,4.8866777e-05,5.8264234e-05,,
145,,-0.0034464195,0,0.002623,0.002482,0.002303,0.002177,0.002062,0.001951,0.001844,0.001782,0.001767,0.001786,0.001875,0.001975,0.00206,0.002177,0.002277,0.002404,0.002662,0.003023,0.003419,0.003816,0.004177,0.004477,0.004622,0.004566,0.004332,0.003948,0.003637,0.003471,0.003408,0.003474,0.003565,0.003325,0.0029,0.002805,0.003131,0.003269,0.002875,0.002178,0.00152,0.001134,0.001055,0.001036,0.00102,0.001036,0.001074,0.001141,0.001163,0.001053,0.000861,0.000712,0.000658,0.000615,0.000573,0.000533,0.00047,,-7.8066687e-05,-6.3750382e-05,4.4050168e-06,3.487305e-05,7.2927501e-05,9.4096054e-05,9.7766901e-05,0.00010033649,9.3851331e-05,7.4028755e-05,6.8033038e-05,8.3817681e-05,0.00010180483,0.00012823493,0.0001522178,0.00013802386,7.7821964e-05,-1.162435e-05,-0.00012517589,-0.00024496788,-0.00032486999,-0.00033649434,-0.00028204344,-0.00016812481,-1.8843683e-05,6.4606913e-05,7.0969716e-05,6.7910676e-05,6.3016213e-05,1.0645457e-05,-1.6885898e-05,-1.8476598e-05,-8.3450597e-05,-0.00020238605,-0.00023468951,-0.00016996023,-5.3349648e-05,9.8011624e-05,0.00023701438,0.00028143163,0.00024056286,0.00014573264,3.7809728e-05,-3.6953197e-05,-6.9623738e-05,-8.2594065e-05,-6.277149e-05,-1.8721322e-05,1.4683389e-05,3.6096666e-05,4.9311716e-05,5.8733558e-05,,
146,,-0.0030545984,0,0.002769,0.002654,0.002493,0.002379,0.002271,0.002153,0.00205,0.001989,0.001969,0.001996,0.002083,0.002175,0.002258,0.002372,0.002468,0.002589,0.002847,0.003205,0.003598,0.004,0.004364,0.004671,0.004815,0.00476,0.004525,0.004143,0.003835,0.003668,0.003602,0.003671,0.003755,0.003509,0.003077,0.002967,0.003281,0.003426,0.003037,0.002319,0.001635,0.001248,0.001176,0.001145,0.001131,0.001166,0.001201,0.001273,0.001286,0.001163,0.00097,0.000818,0.000769,0.00073,0.000681,0.000636,0.000554,,-7.0519556e-05,-5.8844133e-05,-2.3350846e-06,2.6036194e-05,6.3747811e-05,8.5113835e-05,9.0251022e-05,9.4921191e-05,8.7215412e-05,6.7250438e-05,6.3864565e-05,7.915937e-05,9.6088733e-05,0.00012375949,0.00014816112,0.00013450088,7.7408056e-05,-7.4722709e-06,-0.00011757151,-0.00023304145,-0.00031056626,-0.00032189142,-0.00027086982,-0.00016100409,-1.9497957e-05,5.9544658e-05,6.4915353e-05,6.1062464e-05,5.4173964e-05,6.8884997e-06,-1.7046118e-05,-1.9497957e-05,-8.13777e-05,-0.0001918272,-0.00022428488,-0.00016579101,-5.020432e-05,0.0001007589,0.00023187391,0.00027402218,0.00023736135,0.00014244016,3.1873905e-05,-3.9229422e-05,-7.0169294e-05,-8.13777e-05,-6.0011675e-05,-1.6112084e-05,1.3893754e-05,3.3741973e-05,4.4366608e-05,5.627554e-05,,
147,,-0.0011913257,0,0.002765,0.002633,0.002451,0.002346,0.002253,0.002127,0.00203,0.001969,0.001957,0.001984,0.002075,0.002171,0.002248,0.002357,0.002463,0.002586,0.002824,0.003152,0.003527,0.00392,0.004288,0.004611,0.004795,0.004785,0.004585,0.004224,0.003932,0.003781,0.003722,0.003778,0.003833,0.003564,0.003152,0.003055,0.003346,0.003452,0.003053,0.002334,0.001637,0.001235,0.001156,0.001127,0.001112,0.001145,0.001189,0.001255,0.001279,0.001169,0.000954,0.000784,0.000725,0.000684,0.000638,0.000587,0.000514,,-6.9872538e-05,-5.585168e-05,3.4762457e-06,2.815759e-05,6.7902665e-05,8.6210892e-05,8.8180765e-05,9.1425261e-05,8.6674392e-05,6.5237543e-05,5.9327926e-05,7.2421784e-05,8.9223638e-05,0.00011332561,0.00013800695,0.00013140209,8.5631518e-05,1.0196987e-05,-9.1772885e-05,-0.00020463499,-0.00028574739,-0.00030787949,-0.00026894554,-0.00017056779,-3.7891078e-05,3.603708e-05,4.4611819e-05,4.5886443e-05,4.3453071e-05,1.1587486e-06,-1.6570104e-05,-2.1900348e-05,-8.7022016e-05,-0.00019455388,-0.00022190035,-0.00016396292,-4.6813441e-05,0.00010730012,0.00023928158,0.00027752028,0.00024078795,0.00014820394,3.4878331e-05,-4.1599073e-05,-7.2885284e-05,-8.6558517e-05,-6.8134415e-05,-2.0393975e-05,1.5643105e-05,3.6964079e-05,4.9246813e-05,6.1529548e-05,,
148,,0.00042569022,0,0.002852,0.002733,0.002555,0.00241,0.002291,0.002167,0.002069,0.002013,0.00201,0.002034,0.002118,0.002209,0.002274,0.002371,0.002477,0.002594,0.002799,0.003071,0.00339,0.00374,0.004089,0.004411,0.004609,0.004641,0.00448,0.004135,0.003871,0.003753,0.003693,0.003705,0.003684,0.003419,0.003088,0.003024,0.003222,0.00322,0.0028,0.002143,0.001527,0.001184,0.001126,0.001094,0.001083,0.001114,0.001148,0.001207,0.001222,0.001112,0.000931,0.00079,0.000745,0.000703,0.000663,0.000612,0.000534,,-8.2484472e-05,-6.7329193e-05,5.2173913e-06,3.7763975e-05,7.9006211e-05,9.9875776e-05,9.9751553e-05,9.4534161e-05,8.6956522e-05,6.5217391e-05,5.5900621e-05,6.6583851e-05,8.173913e-05,0.00010186335,0.00012658385,0.00012695652,9.2049689e-05,2.8819876e-05,-6.4968944e-05,-0.00018,-0.00026732919,-0.0002973913,-0.0002731677,-0.00018819876,-6.173913e-05,1.0931677e-05,2.3726708e-05,3.4658385e-05,3.6273292e-05,-1.6149068e-06,-2.0745342e-05,-3.4782609e-05,-0.00010285714,-0.0001931677,-0.00020248447,-0.00013503106,-1.4285714e-05,0.00013465839,0.00024869565,0.00027018634,0.00022782609,0.0001352795,2.8571429e-05,-4e-05,-6.7453416e-05,-8.0372671e-05,-5.9378882e-05,-1.689441e-05,1.2670807e-05,3.1180124e-05,4.3478261e-05,5.5776398e-05,,
149,,8.8174579e-05,0,0.002813,0.002688,0.002491,0.002353,0.00224,0.002108,0.002007,0.001954,0.001934,0.001959,0.002029,0.002097,0.002164,0.002259,0.00236,0.002475,0.002667,0.002919,0.003217,0.003539,0.003857,0.00416,0.00436,0.004398,0.004261,0.003955,0.003709,0.003607,0.003563,0.003583,0.003582,0.003348,0.00305,0.003014,0.003234,0.003208,0.002779,0.002133,0.001508,0.001139,0.001062,0.001042,0.001026,0.001051,0.001094,0.001158,0.001186,0.001081,0.00089,0.000736,0.000678,0.000639,0.000588,0.000543,0.000482,,-8.4912718e-05,-6.6957606e-05,5.1122195e-06,3.6408978e-05,7.8054863e-05,9.6134663e-05,9.3142145e-05,9.276808e-05,8.5037406e-05,6.5461347e-05,5.9850374e-05,6.7955112e-05,7.8927681e-05,9.7007481e-05,0.00011670823,0.00011508728,8.553616e-05,2.7805486e-05,-5.6982544e-05,-0.00016009975,-0.00024239401,-0.00027356608,-0.00025137157,-0.00017456359,-5.872818e-05,1.1221945e-05,2.4438903e-05,3.5660848e-05,4.1022444e-05,-1.2468828e-07,-2.5935162e-05,-4.4887781e-05,-0.00011932668,-0.00021770574,-0.00022094763,-0.00014563591,-2.3690773e-05,0.000130798,0.00025561097,0.00027955112,0.00023453865,0.00014488778,3.6907731e-05,-3.9027431e-05,-7.1820449e-05,-8.6159601e-05,-6.8329177e-05,-2.319202e-05,1.2967581e-05,3.5411471e-05,4.8628429e-05,6.1471322e-05,,
150,,0.00044071069,0,0.00496,0.004777,0.00448,0.004347,0.004186,0.004071,0.003965,0.003914,0.003877,0.003917,0.00397,0.004047,0.004114,0.004209,0.004314,0.004424,0.004645,0.004934,0.005257,0.005603,0.005954,0.006302,0.006517,0.006553,0.006407,0.00608,0.005818,0.005694,0.005622,0.005661,0.005645,0.005397,0.005058,0.005056,0.005312,0.005266,0.004785,0.003939,0.003153,0.00279,0.002738,0.002643,0.002658,0.002709,0.002726,0.002809,0.002694,0.002459,0.002271,0.002192,0.00216,0.002112,0.002034,0.001954,0.001803,,-6.1678694e-05,-4.2992784e-05,1.0862134e-05,3.8359286e-05,5.9855678e-05,6.790733e-05,5.818458e-05,6.0919104e-05,5.0588682e-05,4.2157235e-05,3.9194835e-05,4.7094569e-05,5.4386631e-05,6.7755412e-05,8.1731865e-05,8.0440562e-05,5.7956703e-05,1.8837828e-05,-3.6840106e-05,-0.00010664641,-0.00016262818,-0.00018275731,-0.00016916065,-0.00011773642,-4.2612989e-05,4.7854159e-06,1.420433e-05,2.7725028e-05,3.0155716e-05,4.253703e-06,-1.4508166e-05,-3.6688188e-05,-0.00010155716,-0.00016505887,-0.00016323585,-0.00011621724,-1.2305355e-05,0.00011082415,0.00018670718,0.00019741739,0.00016657805,8.2187619e-05,4.5575389e-07,-3.5700722e-05,-5.4690467e-05,-4.8082036e-05,-1.716673e-05,9.1910368e-06,1.1014052e-05,2.2180023e-05,2.0736802e-05,3.2282567e-05,,
151,,-0.0014316473,0,0.004227,0.004073,0.003852,0.003679,0.003546,0.003413,0.003299,0.003242,0.00324,0.003301,0.003358,0.003418,0.003505,0.003622,0.003726,0.003856,0.004083,0.004369,0.004691,0.005015,0.005346,0.005656,0.005857,0.005919,0.005808,0.005534,0.005313,0.005223,0.005194,0.005267,0.005304,0.005086,0.004783,0.00481,0.005138,0.005163,0.004689,0.003877,0.003044,0.002548,0.00245,0.002429,0.002407,0.002455,0.00251,0.002596,0.002599,0.002439,0.002182,0.001974,0.001911,0.001847,0.001795,0.001706,0.001613,,-5.9965137e-05,-4.7259345e-05,8.4447027e-06,3.3778811e-05,5.8803021e-05,6.9184583e-05,6.7635096e-05,6.360643e-05,5.1907806e-05,4.2843308e-05,4.2300988e-05,4.6562076e-05,5.3224869e-05,6.6937827e-05,7.6854542e-05,7.0346698e-05,4.8343986e-05,1.231842e-05,-3.8427271e-05,-0.00010087159,-0.00014844083,-0.00016440054,-0.00015130738,-0.00010335077,-3.2384273e-05,8.987023e-06,1.5030021e-05,2.6418749e-05,3.1919427e-05,6.895216e-06,-1.3170637e-05,-3.6103041e-05,-0.00010706953,-0.00019066434,-0.00019926399,-0.00014433469,-4.3695526e-05,9.1187294e-05,0.00019771451,0.00022149913,0.00018826264,0.00011636645,2.448189e-05,-3.858222e-05,-6.4381174e-05,-7.1431338e-05,-5.2372652e-05,-1.572729e-05,1.3558009e-05,2.9982568e-05,4.0131706e-05,4.9893473e-05,,
